interaction_id,session_id,user_id,timestamp_utc,split,channel,use_case,country_code,region,account_tier,segment,instruction_template,model_provider,model_name,temperature,top_p,max_tokens,prompt_tokens,completion_tokens,total_tokens,latency_ms,cost_usd,response_quality_score,is_failure,failure_type,hallucination_flag,toxicity_flag,safety_block_flag,formatting_error_flag,tool_error_flag,latency_timeout_flag,tool_calls_count,tools_used,user_feedback_score,user_feedback_label,user_reported_issue,retry_index,repair_strategy,final_resolution_state,business_impact_tag,request_text,response_text_snippet,tokens_per_second,date_utc,hour_of_day_utc,day_of_week,is_weekend,is_peak_hour,prompt_to_completion_ratio,request_text_template,instruction_text,user_feedback_observed,prompt_id,response_text_snippet_len_chars,response_text_snippet_is_truncated
INT000032,S01035,U00203,2025-02-26 05:22:56+00:00,train,internal_tool,customer_support,IN,APAC,pro,individual,creative_writer,local,custom-local-8b,0.384,0.87,256,280,162,442,2167,0.0017599999999999,0.899,False,none,False,False,False,False,False,False,0,none,1.0,positive,False,0,none,auto_resolved,medium,"I'm working on something and need help: I need a short, friendly reply to a customer who is asking about the status of their refund.","Here are the guardrails I'd put in place. Goal: handle slow responses reliably, with guardrails for formatting and failure handling. Plan: - Start by writing a small function boundary for slow responses and add tests before optimizing. - Use schema...",203.96862021227503,2025-02-26,5,2,False,False,1.7284,"I need a short, friendly reply to a customer who is asking about the status of their refund.","You are a helpful customer support assistant for a SaaS product. Answer clearly, empathetically, and step-by-step while keeping the response concise and practical.",True,7a490bfafd7436aea43a528e9fe4cb6db10b9a6b,251,True
INT000033,S01160,U00201,2025-03-17 16:38:15+00:00,train,internal_tool,customer_support,US,AMER,pro,individual,analytics_helper,google,gemini-1.5-pro,0.612,0.827,768,1579,594,2173,898,0.69536,0.571,True,formatting_error,False,False,False,True,False,False,0,none,,no_feedback,False,0,enable_tools,escalated_to_human,medium,"Hi, I'm having an issue with my billing. The invoice total doesn't match what I expected. Can you check it? I'd like a practical, engineering-focused answer.",Here's the clean way to approach it. Signal: formatting_error while working on slow responses. Quick diagnosis: Use constrained generation (schema-first prompt) and add unit tests for...,2419.821826280624,2025-03-17,16,0,False,True,2.6582,"Hi, I'm having an issue with my billing. The invoice total doesn't match what I expected. Can you check it?","You are a helpful customer support assistant for a SaaS product. Answer clearly, empathetically, and step-by-step while keeping the response concise and practical.",False,598eba0ae15195966a9835b68c542f0b34fb88e4,186,True
INT000034,S00852,U00220,2025-03-07 22:48:02+00:00,train,web_app,data_analysis,IN,APAC,free,individual,general_assistant,openai,gpt-4.1,0.277,0.873,512,914,262,1176,1837,0.4704,0.706,False,none,False,False,False,False,False,False,0,none,1.0,positive,False,0,none,auto_resolved,low,"Quick question: I want a short summary of key metrics for this dataset: total users, active users, and average revenue per user.","Here are the guardrails I'd put in place. Goal: handle token usage reliably, with guardrails for formatting and failure handling. Plan: - Start by writing a small function boundary for token usage and add tests before optimizing. -...",640.1741970604246,2025-03-07,22,4,False,False,3.4885,"I want a short summary of key metrics for this dataset: total users, active users, and average revenue per user.","You are a data analysis assistant helping users reason about data, metrics, and models. Explain trade-offs, outline steps, and keep the language accessible but precise.",True,0af51e7e9a94eeacb4db5e80369428b0b639dc4e,234,True
INT000035,S00632,U00273,2025-02-21 07:42:36+00:00,train,slack,coding_assistant,AE,EMEA,free,team,internal_policy_qa,google,gemini-1.5-pro,0.278,0.832,768,1018,175,1193,514,0.38176,0.871,False,none,False,False,False,False,False,False,0,none,,no_feedback,False,0,none,auto_resolved,medium,I'm getting a Go error: `TypeError`. Can you explain what it means and how to fix it? Please explain step by step.,"This is a common pattern; the fix is straightforward. Goal: handle caching strategy reliably, with guardrails for formatting and failure handling. Plan: - Add telemetry fields for latency/tokens/cost so you can debug regressions...",2321.011673151751,2025-02-21,7,4,False,False,5.8171,I'm getting a Go error: `TypeError`. Can you explain what it means and how to fix it?,"You are a senior software engineer helping users with code, debugging, and best practices. Provide clear explanations, structured steps, and high-quality code examples when relevant.",False,f84eff1764fee544ced395082209fcd5e43e6a0c,231,True
INT000036,S01548,U00442,2025-02-25 07:55:30+00:00,test,web_app,data_analysis,DE,EMEA,pro,individual,internal_policy_qa,anthropic,claude-3.5-sonnet,0.259,0.895,1024,268,808,1076,902,0.3443199999999999,0.758,False,none,False,False,False,False,False,False,0,none,,no_feedback,False,0,none,auto_resolved,medium,"Quick question: Can you suggest a few plots to explore churn risk in this dataset of subscriptions? I'd like a practical, engineering-focused answer.","Below is a practical plan you can execute. Goal: handle cost per request reliably, with guardrails for formatting and failure handling. Plan: - Add telemetry fields for latency/tokens/cost so you can debug regressions quickly. - Use schema...",1192.9046563192903,2025-02-25,7,1,False,False,0.3317,Can you suggest a few plots to explore churn risk in this dataset of subscriptions?,"You are a data analysis assistant helping users reason about data, metrics, and models. Explain trade-offs, outline steps, and keep the language accessible but precise.",False,62646e5a7026d4f68ab1867a730451326aa3b664,242,True
INT000037,S00124,U00154,2025-02-03 08:10:09+00:00,train,web_app,data_analysis,GB,EMEA,free,individual,support_strict,google,gemini-1.5-pro,0.354,0.88,768,73,670,743,796,0.2377599999999999,0.842,False,none,False,False,False,False,False,False,0,none,1.0,positive,False,0,none,auto_resolved,low,Context for you: Can you suggest a few plots to explore churn risk in this dataset of subscriptions? Can you walk me through a good solution?,"Below is a decision-focused breakdown. Goal: handle tool-call success rate reliably, with guardrails for formatting and failure handling. Plan: - Add telemetry fields for latency/tokens/cost so you can debug regressions quickly. - Prefer...",933.4170854271356,2025-02-03,8,0,False,False,0.109,Can you suggest a few plots to explore churn risk in this dataset of subscriptions?,"You are a data analysis assistant helping users reason about data, metrics, and models. Explain trade-offs, outline steps, and keep the language accessible but precise.",True,a15ac130f4f428f0efac738d5c68655674fccc6e,240,True
INT000038,S01487,U00255,2025-04-01 09:04:36+00:00,train,web_app,brainstorming,AE,EMEA,free,team,analytics_helper,anthropic,claude-3.5-sonnet,0.616,0.877,1024,710,205,915,1142,0.2928,0.321,True,formatting_error,False,False,False,True,False,False,0,none,-2.0,negative,True,1,add_constraints_to_prompt,escalated_to_human,medium,Quick question: Follow-up: the previous reply did not fully solve the issue. Brainstorm taglines for a productivity app that helps engineers stay focused.,"Here's a clear, step-by-step answer. Signal: formatting_error while working on customer support automation. Quick diagnosis: Use constrained generation (schema-first prompt) and add unit tests for...",801.2259194395798,2025-04-01,9,1,False,True,3.4634,Follow-up: the previous reply did not fully solve the issue. Brainstorm taglines for a productivity app that helps engineers stay focused.,"You are a creative assistant helping users explore ideas and options. Suggest multiple alternatives, structure them clearly, and stay practical.",True,2df52d847c72d1f6b37061123acb53282123086b,199,True
INT000039,S00223,U00205,2025-03-05 03:05:09+00:00,train,slack,customer_support,IN,APAC,free,team,internal_policy_qa,openai,gpt-4.1,0.829,0.986,768,200,375,575,1106,0.2299999999999999,0.599,True,tool_error,False,False,False,False,True,False,1,tool_invocation_failed,,no_feedback,False,2,regenerate_with_lower_temp,escalated_to_human,high,"Can you help me debug this? Follow-up: the previous reply did not fully solve the issue. Hi, I'm having an issue with my billing. The invoice total doesn't match what I expected. Can you check it? I'd like a practical, engineering-focused answer.",Here are the guardrails I'd put in place. Signal: tool_error while working on slow responses. Quick diagnosis: Separate tool telemetry from model telemetry so you can see which component failed. Recommended...,519.8915009041591,2025-03-05,3,2,False,False,0.5333,"Follow-up: the previous reply did not fully solve the issue. Hi, I'm having an issue with my billing. The invoice total doesn't match what I expected. Can you check it?","You are a helpful customer support assistant for a SaaS product. Answer clearly, empathetically, and step-by-step while keeping the response concise and practical.",False,03bf57d7adc83026d525c8192379aa203b71e1eb,209,True
INT000040,S00664,U00342,2025-03-21 08:54:40+00:00,train,web_app,internal_qa,DE,EMEA,free,enterprise_team,support_strict,local,custom-local-8b,0.436,0.948,2048,789,18,807,1092,0.00324,0.98,False,none,False,False,False,False,False,False,0,none,1.0,positive,False,0,none,abandoned,medium,Quick question: Summarise this internal security policy into three bullet points for non-technical employees.,"Here's a clear, step-by-step answer. Goal: handle errors reliably, with guardrails for formatting and failure handling. Plan: - Start by writing a small function boundary for errors and add tests before optimizing. - Prefer simple...",739.010989010989,2025-03-21,8,4,False,False,43.8333,Summarise this internal security policy into three bullet points for non-technical employees.,"You are an internal knowledge assistant helping teammates navigate documentation, policies, and internal tools. Be precise, concise, and point to relevant information and next steps.",True,4e3bb3b7c597daf93de3f611632f4c56cefdec0e,233,True
INT000041,S00588,U00213,2025-04-27 22:11:49+00:00,test,api,customer_support,US,AMER,free,team,general_assistant,local,custom-local-8b,0.937,0.82,512,1181,314,1495,487,0.0059999999999999,0.604,True,formatting_error,False,False,False,True,False,False,2,knowledge_lookup|vector_search,,no_feedback,False,1,switch_model_family,auto_resolved,low,"I'm stuck on this and need some guidance: Follow-up: the previous reply did not fully solve the issue. Our customer is getting an error when trying to log in to their account. Can you help me debug this? I'd like a practical, engineering-focused answer.",Let's turn this into a reliable workflow. Let's stabilize it. Signal: formatting_error while working on missing feature. Quick diagnosis: Use constrained generation (schema-first prompt) and add unit tests for formatting. Recommended...,3069.815195071869,2025-04-27,22,6,True,False,3.7611,Follow-up: the previous reply did not fully solve the issue. Our customer is getting an error when trying to log in to their account. Can you help me debug this?,"You are a helpful customer support assistant for a SaaS product. Answer clearly, empathetically, and step-by-step while keeping the response concise and practical.",False,a52fb80193c7c0769c0836852624f4b025a04d2a,236,True
INT000042,S00107,U00013,2025-04-14 14:42:30+00:00,train,web_app,coding_assistant,BR,AMER,pro,enterprise_team,support_strict,anthropic,claude-3.5-sonnet,0.289,0.828,768,1336,478,1814,2609,0.58048,0.841,False,none,False,False,False,False,False,False,2,sql_query|vector_search,,no_feedback,False,0,none,escalated_to_human,low,"I'm working on something and need help: Write a small example that shows how to handle exceptions properly in Python. I'd like a practical, engineering-focused answer.","This is a common pattern; the fix is straightforward. Goal: handle rate limiting reliably, with guardrails for formatting and failure handling. Plan: - Use schema validation (e.g., Pydantic) to prevent bad inputs from propagating. - Prefer simple baselines...",695.2855500191645,2025-04-14,14,0,False,True,2.795,Write a small example that shows how to handle exceptions properly in Python.,"You are a senior software engineer helping users with code, debugging, and best practices. Provide clear explanations, structured steps, and high-quality code examples when relevant.",False,da34aac46ee8d6d44012043be92e33884c6b4920,259,True
